,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86
b2727,PROKKA_02492,PROKKA_01085,PROKKA_01544,PROKKA_02316,PROKKA_02763,PROKKA_03846,PROKKA_03500,PROKKA_05280,PROKKA_01878,PROKKA_01564,PROKKA_05592,PROKKA_01499,PROKKA_02135,PROKKA_01980
b2562,PROKKA_02323,PROKKA_00948,PROKKA_01350,PROKKA_02168,PROKKA_02600,PROKKA_03986,PROKKA_03652,PROKKA_04716,PROKKA_02009,PROKKA_01427,PROKKA_02965,PROKKA_01357,PROKKA_01996,PROKKA_02125
b0727,PROKKA_00211,PROKKA_03684,PROKKA_04408,PROKKA_05206,PROKKA_00614,PROKKA_01030,PROKKA_00807,PROKKA_02470,PROKKA_03959,PROKKA_04406,PROKKA_00460,PROKKA_04217,PROKKA_04924,PROKKA_04196
b3456,PROKKA_03294,PROKKA_01856,PROKKA_02434,PROKKA_03222,PROKKA_03542,PROKKA_02956,PROKKA_02673,PROKKA_00480,PROKKA_01062,PROKKA_02452,PROKKA_04595,PROKKA_02335,PROKKA_02939,PROKKA_01024
b1192,PROKKA_00745,PROKKA_04139,PROKKA_05020,PROKKA_00566,PROKKA_01195,PROKKA_00315,PROKKA_00367,PROKKA_03010,PROKKA_03467,PROKKA_05002,PROKKA_01168,PROKKA_04927,PROKKA_00600,PROKKA_03567
b4172,PROKKA_04205,PROKKA_02640,PROKKA_03367,PROKKA_04102,PROKKA_04357,PROKKA_02100,PROKKA_01846,PROKKA_01444,PROKKA_00213,PROKKA_03416,PROKKA_03746,PROKKA_03160,PROKKA_03946,PROKKA_00115
b2211,PROKKA_01982,PROKKA_00569,PROKKA_01013,PROKKA_01803,PROKKA_02260,PROKKA_04315,PROKKA_03975,PROKKA_04243,PROKKA_02386,PROKKA_01049,PROKKA_02566,PROKKA_01030,PROKKA_01677,PROKKA_02458
b1043,PROKKA_00536,PROKKA_04011,PROKKA_04827,PROKKA_00387,PROKKA_01011,PROKKA_00590,PROKKA_00503,PROKKA_02779,PROKKA_03654,PROKKA_04709,PROKKA_01016,PROKKA_04696,PROKKA_00404,PROKKA_03780
b2300,PROKKA_02073,PROKKA_00644,PROKKA_01106,PROKKA_01888,PROKKA_02341,PROKKA_04225,PROKKA_03886,PROKKA_04405,PROKKA_02295,PROKKA_01138,PROKKA_02680,PROKKA_01120,PROKKA_01766,PROKKA_02366
b2530,PROKKA_02287,PROKKA_00913,PROKKA_01320,PROKKA_02124,PROKKA_02564,PROKKA_04015,PROKKA_03682,PROKKA_04685,PROKKA_02097,PROKKA_01397,PROKKA_02926,PROKKA_01323,PROKKA_01967,PROKKA_02157
b2700,PROKKA_02465,PROKKA_01058,PROKKA_01515,PROKKA_02286,PROKKA_02736,PROKKA_03876,PROKKA_03529,PROKKA_05311,PROKKA_01906,PROKKA_01535,PROKKA_05622,PROKKA_01468,PROKKA_02107,PROKKA_02010
b1655,PROKKA_01299,PROKKA_04606,PROKKA_00314,PROKKA_01151,PROKKA_01632,PROKKA_05017,PROKKA_04642,PROKKA_03487,PROKKA_03028,PROKKA_00310,PROKKA_01811,PROKKA_00301,PROKKA_01020,PROKKA_03152
b0107,PROKKA_04540,PROKKA_03035,PROKKA_03781,PROKKA_04471,PROKKA_04687,PROKKA_01739,PROKKA_01445,PROKKA_01825,PROKKA_04615,PROKKA_03776,PROKKA_03306,PROKKA_03524,PROKKA_04286,PROKKA_04789
b0834,PROKKA_00336,PROKKA_03798,PROKKA_04518,PROKKA_00099,PROKKA_00732,PROKKA_00920,PROKKA_00696,PROKKA_02584,PROKKA_03849,PROKKA_04515,PROKKA_00738,PROKKA_04329,PROKKA_00069,PROKKA_04084
b2095,PROKKA_01856,PROKKA_00450,PROKKA_00890,PROKKA_01647,PROKKA_02137,PROKKA_04442,PROKKA_04112,PROKKA_04120,PROKKA_02507,PROKKA_00926,PROKKA_02394,PROKKA_00906,PROKKA_01554,PROKKA_02588
b1199,PROKKA_00757,PROKKA_04146,PROKKA_05033,PROKKA_00573,PROKKA_01202,PROKKA_00300,PROKKA_00354,PROKKA_03023,PROKKA_03454,PROKKA_05015,PROKKA_01180,PROKKA_04941,PROKKA_00613,PROKKA_03555
b1014,PROKKA_00513,PROKKA_03982,PROKKA_04802,PROKKA_00355,PROKKA_00983,PROKKA_00751,PROKKA_00521,PROKKA_02754,PROKKA_03680,PROKKA_04683,PROKKA_00989,PROKKA_04508,PROKKA_00312,PROKKA_03904
b0324,PROKKA_04815,PROKKA_03300,PROKKA_04026,PROKKA_04766,PROKKA_00148,PROKKA_01387,PROKKA_01174,PROKKA_02102,PROKKA_04309,PROKKA_04062,PROKKA_00032,PROKKA_03863,PROKKA_04578,PROKKA_04560
b3259,PROKKA_03109,PROKKA_01671,PROKKA_02238,PROKKA_03027,PROKKA_03350,PROKKA_03166,PROKKA_02880,PROKKA_00270,PROKKA_01255,PROKKA_02239,PROKKA_04800,PROKKA_02127,PROKKA_02736,PROKKA_01241
b0723,PROKKA_00208,PROKKA_03681,PROKKA_04405,PROKKA_05203,PROKKA_00611,PROKKA_01033,PROKKA_00810,PROKKA_02467,PROKKA_03962,PROKKA_04403,PROKKA_00457,PROKKA_04214,PROKKA_04921,PROKKA_04199
b4230,PROKKA_04263,PROKKA_02704,PROKKA_03432,PROKKA_04169,PROKKA_04420,PROKKA_02033,PROKKA_01782,PROKKA_01506,PROKKA_00149,PROKKA_03353,PROKKA_03675,PROKKA_03226,PROKKA_04010,PROKKA_00052
b0580,PROKKA_00068,PROKKA_03534,PROKKA_04242,PROKKA_05044,PROKKA_00458,PROKKA_01171,PROKKA_00963,PROKKA_02316,PROKKA_04104,PROKKA_04267,PROKKA_00291,PROKKA_04073,PROKKA_04784,PROKKA_04338
b1926,PROKKA_01585,PROKKA_00262,PROKKA_00658,PROKKA_01460,PROKKA_01928,PROKKA_04730,PROKKA_04353,PROKKA_03866,PROKKA_02749,PROKKA_00590,PROKKA_02122,PROKKA_00582,PROKKA_01298,PROKKA_02850
b3040,PROKKA_02888,PROKKA_01448,PROKKA_02018,PROKKA_02784,PROKKA_03199,PROKKA_03391,PROKKA_03096,PROKKA_00046,PROKKA_01475,PROKKA_02023,PROKKA_05117,PROKKA_01904,PROKKA_02517,PROKKA_01468
b0768,PROKKA_00262,PROKKA_03727,PROKKA_04451,PROKKA_00028,PROKKA_00657,PROKKA_00988,PROKKA_00764,PROKKA_02512,PROKKA_03916,PROKKA_04448,PROKKA_00533,PROKKA_04258,PROKKA_04962,PROKKA_04153
b2990,PROKKA_02835,PROKKA_01404,PROKKA_01956,PROKKA_02737,PROKKA_03251,PROKKA_03455,PROKKA_03159,PROKKA_04817,PROKKA_01535,PROKKA_01959,PROKKA_05170,PROKKA_01828,PROKKA_02453,PROKKA_01544
b1406,PROKKA_00993,PROKKA_04336,PROKKA_00129,PROKKA_00819,PROKKA_01395,PROKKA_00120,PROKKA_00105,PROKKA_03276,PROKKA_03215,PROKKA_00102,PROKKA_01473,PROKKA_00036,PROKKA_00782,PROKKA_03379
b0089,PROKKA_04522,PROKKA_03018,PROKKA_03764,PROKKA_04453,PROKKA_04705,PROKKA_01758,PROKKA_01462,PROKKA_01808,PROKKA_04632,PROKKA_03757,PROKKA_03324,PROKKA_03507,PROKKA_04267,PROKKA_04806
b1831,PROKKA_01487,PROKKA_00150,PROKKA_00495,PROKKA_01361,PROKKA_01817,PROKKA_04829,PROKKA_04452,PROKKA_03677,PROKKA_02848,PROKKA_00491,PROKKA_02015,PROKKA_00483,PROKKA_01202,PROKKA_02952
b0640,PROKKA_00135,PROKKA_03600,PROKKA_04318,PROKKA_05118,PROKKA_00526,PROKKA_01107,PROKKA_00895,PROKKA_02393,PROKKA_04040,PROKKA_04331,PROKKA_00367,PROKKA_04140,PROKKA_04849,PROKKA_04271
b4155,PROKKA_04189,PROKKA_02623,PROKKA_03351,PROKKA_04087,PROKKA_04342,PROKKA_02115,PROKKA_01862,PROKKA_01428,PROKKA_00229,PROKKA_03431,PROKKA_03763,PROKKA_03144,PROKKA_03931,PROKKA_00130
b4147,PROKKA_04178,PROKKA_02612,PROKKA_03339,PROKKA_04076,PROKKA_04331,PROKKA_02126,PROKKA_01873,PROKKA_01416,PROKKA_00239,PROKKA_03442,PROKKA_03774,PROKKA_03133,PROKKA_03920,PROKKA_00141
b2962,PROKKA_02763,PROKKA_01369,PROKKA_01816,PROKKA_02612,PROKKA_03022,PROKKA_03585,PROKKA_03230,PROKKA_05014,PROKKA_01596,PROKKA_01812,PROKKA_05284,PROKKA_01765,PROKKA_02391,PROKKA_01695
b3923,PROKKA_03889,PROKKA_02367,PROKKA_03056,PROKKA_03805,PROKKA_04080,PROKKA_02408,PROKKA_02144,PROKKA_01065,PROKKA_00519,PROKKA_02987,PROKKA_05942,PROKKA_02861,PROKKA_03542,PROKKA_00500
b1621,PROKKA_01262,PROKKA_04571,PROKKA_00280,PROKKA_01112,PROKKA_01595,PROKKA_05051,PROKKA_04676,PROKKA_03453,PROKKA_03062,PROKKA_00275,PROKKA_01769,PROKKA_00267,PROKKA_00985,PROKKA_03187
b2679,PROKKA_02442,PROKKA_01036,PROKKA_01492,PROKKA_02263,PROKKA_02714,PROKKA_03902,PROKKA_03552,PROKKA_05334,PROKKA_01929,PROKKA_01509,PROKKA_05645,PROKKA_01445,PROKKA_02084,PROKKA_02032
b1217,PROKKA_00780,PROKKA_04170,PROKKA_05085,PROKKA_00599,PROKKA_01228,PROKKA_00281,PROKKA_00334,PROKKA_03042,PROKKA_03436,PROKKA_05034,PROKKA_01236,PROKKA_04960,PROKKA_00633,PROKKA_03535
b2893,PROKKA_02687,PROKKA_01288,PROKKA_01741,PROKKA_02532,PROKKA_02945,PROKKA_03656,PROKKA_03304,PROKKA_05086,PROKKA_01666,PROKKA_01741,PROKKA_05370,PROKKA_01695,PROKKA_02321,PROKKA_01769
b3452,PROKKA_03290,PROKKA_01852,PROKKA_02430,PROKKA_03218,PROKKA_03538,PROKKA_02960,PROKKA_02677,PROKKA_00475,PROKKA_01066,PROKKA_02448,PROKKA_04600,PROKKA_02331,PROKKA_02935,PROKKA_01029
b0607,PROKKA_00102,PROKKA_03566,PROKKA_04285,PROKKA_05081,PROKKA_00491,PROKKA_01139,PROKKA_00929,PROKKA_02361,PROKKA_04073,PROKKA_04299,PROKKA_00332,PROKKA_04108,PROKKA_04817,PROKKA_04303
b2938,PROKKA_02738,PROKKA_01347,PROKKA_01791,PROKKA_02590,PROKKA_02999,PROKKA_03607,PROKKA_03254,PROKKA_05037,PROKKA_01618,PROKKA_01789,PROKKA_05312,PROKKA_01743,PROKKA_02369,PROKKA_01718
b2743,PROKKA_02509,PROKKA_01106,PROKKA_01563,PROKKA_02340,PROKKA_02784,PROKKA_03826,PROKKA_03479,PROKKA_05260,PROKKA_01839,PROKKA_01584,PROKKA_05575,PROKKA_01519,PROKKA_02154,PROKKA_01944
b0654,PROKKA_00149,PROKKA_03614,PROKKA_04330,PROKKA_05134,PROKKA_00541,PROKKA_01100,PROKKA_00888,PROKKA_02400,PROKKA_04028,PROKKA_04338,PROKKA_00382,PROKKA_04147,PROKKA_04856,PROKKA_04263
b1792,PROKKA_01444,PROKKA_00106,PROKKA_00459,PROKKA_01311,PROKKA_01773,PROKKA_04869,PROKKA_04492,PROKKA_03639,PROKKA_02885,PROKKA_00455,PROKKA_01971,PROKKA_00446,PROKKA_01167,PROKKA_02989
b4671,PROKKA_04783,PROKKA_03270,PROKKA_03991,PROKKA_04737,PROKKA_00115,PROKKA_01427,PROKKA_01210,PROKKA_02064,PROKKA_04345,PROKKA_04027,PROKKA_03023,PROKKA_03825,PROKKA_04542,PROKKA_04598
b2535,PROKKA_02294,PROKKA_00919,PROKKA_01326,PROKKA_02130,PROKKA_02570,PROKKA_04009,PROKKA_03676,PROKKA_04691,PROKKA_02091,PROKKA_01404,PROKKA_02932,PROKKA_01329,PROKKA_01973,PROKKA_02151
b2753,PROKKA_02522,PROKKA_01116,PROKKA_01573,PROKKA_02351,PROKKA_02794,PROKKA_03816,PROKKA_03469,PROKKA_05250,PROKKA_01829,PROKKA_01594,PROKKA_05564,PROKKA_01529,PROKKA_02164,PROKKA_01934
b4096,PROKKA_04078,PROKKA_02559,PROKKA_03276,PROKKA_04017,PROKKA_04277,PROKKA_02179,PROKKA_01925,PROKKA_01285,PROKKA_00300,PROKKA_03212,PROKKA_03905,PROKKA_03081,PROKKA_03759,PROKKA_00195
b3709,PROKKA_03620,PROKKA_02136,PROKKA_02812,PROKKA_03556,PROKKA_03837,PROKKA_02655,PROKKA_02389,PROKKA_00763,PROKKA_00775,PROKKA_02745,PROKKA_04152,PROKKA_02614,PROKKA_03257,PROKKA_00743
b0628,PROKKA_00123,PROKKA_03588,PROKKA_04306,PROKKA_05104,PROKKA_00513,PROKKA_01118,PROKKA_00908,PROKKA_02381,PROKKA_04052,PROKKA_04319,PROKKA_00353,PROKKA_04129,PROKKA_04837,PROKKA_04283
b2259,PROKKA_02036,PROKKA_00608,PROKKA_01068,PROKKA_01848,PROKKA_02302,PROKKA_04262,PROKKA_03923,PROKKA_04366,PROKKA_02335,PROKKA_01101,PROKKA_02632,PROKKA_01082,PROKKA_01727,PROKKA_02406
b0004,PROKKA_04434,PROKKA_02929,PROKKA_03667,PROKKA_04359,PROKKA_04613,PROKKA_01852,PROKKA_01556,PROKKA_01719,PROKKA_04728,PROKKA_03667,PROKKA_03430,PROKKA_03414,PROKKA_04177,PROKKA_04896
b2578,PROKKA_02342,PROKKA_00965,PROKKA_01367,PROKKA_02185,PROKKA_02617,PROKKA_03969,PROKKA_03635,PROKKA_04733,PROKKA_01992,PROKKA_01444,PROKKA_02985,PROKKA_01374,PROKKA_02013,PROKKA_02107
b1738,PROKKA_01391,PROKKA_00061,PROKKA_00404,PROKKA_01254,PROKKA_01726,PROKKA_04925,PROKKA_04550,PROKKA_03579,PROKKA_02939,PROKKA_00399,PROKKA_01910,PROKKA_00390,PROKKA_01113,PROKKA_03057
b1426,PROKKA_01016,PROKKA_04356,PROKKA_00145,PROKKA_00843,PROKKA_01417,PROKKA_00102,PROKKA_00090,PROKKA_03299,PROKKA_03200,PROKKA_00119,PROKKA_01495,PROKKA_00053,PROKKA_00797,PROKKA_03354
b1214,PROKKA_00774,PROKKA_04161,PROKKA_05080,PROKKA_00590,PROKKA_01219,PROKKA_00286,PROKKA_00339,PROKKA_03037,PROKKA_03440,PROKKA_05029,PROKKA_01230,PROKKA_04956,PROKKA_00628,PROKKA_03540
b4036,PROKKA_04020,PROKKA_02499,PROKKA_03189,PROKKA_03945,PROKKA_04214,PROKKA_02268,PROKKA_02000,PROKKA_01205,PROKKA_00386,PROKKA_03125,PROKKA_03981,PROKKA_03000,PROKKA_03679,PROKKA_00360
b2182,PROKKA_01953,PROKKA_00541,PROKKA_00983,PROKKA_01773,PROKKA_02232,PROKKA_04347,PROKKA_04005,PROKKA_04214,PROKKA_02415,PROKKA_01017,PROKKA_02523,PROKKA_01000,PROKKA_01646,PROKKA_02489
b4238,PROKKA_04271,PROKKA_02712,PROKKA_03440,PROKKA_04177,PROKKA_04428,PROKKA_02025,PROKKA_01774,PROKKA_01514,PROKKA_00141,PROKKA_03345,PROKKA_03666,PROKKA_03234,PROKKA_04018,PROKKA_00044
b3636,PROKKA_03528,PROKKA_02054,PROKKA_02637,PROKKA_03454,PROKKA_03741,PROKKA_02752,PROKKA_02467,PROKKA_00683,PROKKA_00854,PROKKA_02649,PROKKA_04357,PROKKA_02536,PROKKA_03132,PROKKA_00836
b3964,PROKKA_03934,PROKKA_02415,PROKKA_03101,PROKKA_03854,PROKKA_04127,PROKKA_02357,PROKKA_02088,PROKKA_01117,PROKKA_00474,PROKKA_03038,PROKKA_06001,PROKKA_02911,PROKKA_03592,PROKKA_00448
b4076,PROKKA_04061,PROKKA_02542,PROKKA_03247,PROKKA_03996,PROKKA_04259,PROKKA_02208,PROKKA_01953,PROKKA_01257,PROKKA_00329,PROKKA_03183,PROKKA_03931,PROKKA_03052,PROKKA_03730,PROKKA_00226
b2261,PROKKA_02038,PROKKA_00610,PROKKA_01070,PROKKA_01850,PROKKA_02304,PROKKA_04260,PROKKA_03921,PROKKA_04368,PROKKA_02333,PROKKA_01103,PROKKA_02634,PROKKA_01084,PROKKA_01729,PROKKA_02404
b1714,PROKKA_01367,PROKKA_00037,PROKKA_00381,PROKKA_01227,PROKKA_01699,PROKKA_04948,PROKKA_04574,PROKKA_03556,PROKKA_02962,PROKKA_00376,PROKKA_01884,PROKKA_00367,PROKKA_01089,PROKKA_03081
b0685,PROKKA_00177,PROKKA_03643,PROKKA_04369,PROKKA_05163,PROKKA_00570,PROKKA_01060,PROKKA_00847,PROKKA_02440,PROKKA_03988,PROKKA_04377,PROKKA_00415,PROKKA_04186,PROKKA_04895,PROKKA_04226
b1610,PROKKA_01251,PROKKA_04560,PROKKA_00267,PROKKA_01100,PROKKA_01583,PROKKA_05064,PROKKA_04687,PROKKA_03441,PROKKA_03073,PROKKA_00264,PROKKA_01758,PROKKA_00256,PROKKA_00973,PROKKA_03200
b3601,PROKKA_03490,PROKKA_02018,PROKKA_02599,PROKKA_03409,PROKKA_03705,PROKKA_02789,PROKKA_02504,PROKKA_00647,PROKKA_00890,PROKKA_02612,PROKKA_04395,PROKKA_02499,PROKKA_03096,PROKKA_00872
b0312,PROKKA_04804,PROKKA_03288,PROKKA_04015,PROKKA_04750,PROKKA_00136,PROKKA_01400,PROKKA_01186,PROKKA_02088,PROKKA_04320,PROKKA_04051,PROKKA_00016,PROKKA_03851,PROKKA_04566,PROKKA_04572
b4028,PROKKA_04013,PROKKA_02490,PROKKA_03181,PROKKA_03936,PROKKA_04204,PROKKA_02276,PROKKA_02007,PROKKA_01196,PROKKA_00394,PROKKA_03117,PROKKA_03991,PROKKA_02992,PROKKA_03671,PROKKA_00368
b0427,PROKKA_04918,PROKKA_03397,PROKKA_04112,PROKKA_04875,PROKKA_00253,PROKKA_01298,PROKKA_01087,PROKKA_02187,PROKKA_04230,PROKKA_04145,PROKKA_00144,PROKKA_03949,PROKKA_04659,PROKKA_04471
b1779,PROKKA_01432,PROKKA_00094,PROKKA_00445,PROKKA_01299,PROKKA_01759,PROKKA_04881,PROKKA_04505,PROKKA_03623,PROKKA_02898,PROKKA_00442,PROKKA_01956,PROKKA_00432,PROKKA_01154,PROKKA_03005
b4599,PROKKA_01149,PROKKA_04485,PROKKA_00226,PROKKA_01007,PROKKA_01539,PROKKA_05107,PROKKA_04792,PROKKA_03401,PROKKA_03108,PROKKA_00225,PROKKA_01630,PROKKA_00158,PROKKA_00932,PROKKA_03235
b3904,PROKKA_03830,PROKKA_02348,PROKKA_03037,PROKKA_03785,PROKKA_04061,PROKKA_02426,PROKKA_02163,PROKKA_01003,PROKKA_00539,PROKKA_02968,PROKKA_05922,PROKKA_02842,PROKKA_03480,PROKKA_00518
b2717,PROKKA_02482,PROKKA_01075,PROKKA_01534,PROKKA_02306,PROKKA_02753,PROKKA_03856,PROKKA_03510,PROKKA_05290,PROKKA_01888,PROKKA_01554,PROKKA_05602,PROKKA_01489,PROKKA_02125,PROKKA_01990
b3941,PROKKA_03911,PROKKA_02390,PROKKA_03076,PROKKA_03828,PROKKA_04102,PROKKA_02385,PROKKA_02121,PROKKA_01090,PROKKA_00499,PROKKA_03010,PROKKA_05972,PROKKA_02884,PROKKA_03565,PROKKA_00476
b3725,PROKKA_03632,PROKKA_02152,PROKKA_02829,PROKKA_03572,PROKKA_03853,PROKKA_02640,PROKKA_02373,PROKKA_00778,PROKKA_00759,PROKKA_02760,PROKKA_04137,PROKKA_02629,PROKKA_03273,PROKKA_00726
b2812,PROKKA_02585,PROKKA_01174,PROKKA_01636,PROKKA_02423,PROKKA_02849,PROKKA_03756,PROKKA_03408,PROKKA_05184,PROKKA_01763,PROKKA_01650,PROKKA_05493,PROKKA_01596,PROKKA_02225,PROKKA_01871
b4062,PROKKA_04046,PROKKA_02527,PROKKA_03230,PROKKA_03979,PROKKA_04244,PROKKA_02225,PROKKA_01967,PROKKA_01239,PROKKA_00346,PROKKA_03166,PROKKA_03950,PROKKA_03035,PROKKA_03713,PROKKA_00244
b3710,PROKKA_03621,PROKKA_02137,PROKKA_02813,PROKKA_03557,PROKKA_03838,PROKKA_02654,PROKKA_02388,PROKKA_00764,PROKKA_00774,PROKKA_02746,PROKKA_04151,PROKKA_02615,PROKKA_03258,PROKKA_00742
b4309,PROKKA_04313,PROKKA_02797,PROKKA_03564,PROKKA_04247,PROKKA_04528,PROKKA_01956,PROKKA_01691,PROKKA_01614,PROKKA_00086,PROKKA_03566,PROKKA_03538,PROKKA_03295,PROKKA_04056,PROKKA_05065
b0014,PROKKA_04443,PROKKA_02938,PROKKA_03676,PROKKA_04369,PROKKA_04623,PROKKA_01843,PROKKA_01546,PROKKA_01728,PROKKA_04719,PROKKA_03676,PROKKA_03421,PROKKA_03423,PROKKA_04186,PROKKA_04887
b0590,PROKKA_00084,PROKKA_03548,PROKKA_04266,PROKKA_05060,PROKKA_00472,PROKKA_01159,PROKKA_00950,PROKKA_02341,PROKKA_04092,PROKKA_04279,PROKKA_00306,PROKKA_04088,PROKKA_04797,PROKKA_04323
b3605,PROKKA_03497,PROKKA_02025,PROKKA_02606,PROKKA_03417,PROKKA_03712,PROKKA_02781,PROKKA_02496,PROKKA_00654,PROKKA_00883,PROKKA_02620,PROKKA_04387,PROKKA_02506,PROKKA_03103,PROKKA_00865
b0388,PROKKA_04877,PROKKA_03360,PROKKA_04073,PROKKA_04834,PROKKA_00214,PROKKA_01341,PROKKA_01129,PROKKA_02145,PROKKA_04269,PROKKA_04105,PROKKA_00103,PROKKA_03907,PROKKA_04621,PROKKA_04511
b2508,PROKKA_02258,PROKKA_00889,PROKKA_01291,PROKKA_02099,PROKKA_02537,PROKKA_04045,PROKKA_03710,PROKKA_04658,PROKKA_02124,PROKKA_01368,PROKKA_02893,PROKKA_01295,PROKKA_01937,PROKKA_02185
b2874,PROKKA_02668,PROKKA_01269,PROKKA_01721,PROKKA_02511,PROKKA_02926,PROKKA_03680,PROKKA_03324,PROKKA_05105,PROKKA_01685,PROKKA_01722,PROKKA_05392,PROKKA_01675,PROKKA_02301,PROKKA_01790
b3771,PROKKA_03684,PROKKA_02204,PROKKA_02875,PROKKA_03625,PROKKA_03905,PROKKA_02594,PROKKA_02328,PROKKA_00825,PROKKA_00713,PROKKA_02805,PROKKA_05728,PROKKA_02676,PROKKA_03319,PROKKA_00681
b2457,PROKKA_02203,PROKKA_00829,PROKKA_01247,PROKKA_02033,PROKKA_02478,PROKKA_04088,PROKKA_03754,PROKKA_04593,PROKKA_02168,PROKKA_01275,PROKKA_02833,PROKKA_01253,PROKKA_01894,PROKKA_02229
b1174,PROKKA_00724,PROKKA_04119,PROKKA_05001,PROKKA_00544,PROKKA_01174,PROKKA_00333,PROKKA_00385,PROKKA_02991,PROKKA_03485,PROKKA_04984,PROKKA_01144,PROKKA_04909,PROKKA_00582,PROKKA_03588
b2179,PROKKA_01949,PROKKA_00538,PROKKA_00980,PROKKA_01769,PROKKA_02229,PROKKA_04350,PROKKA_04008,PROKKA_04211,PROKKA_02418,PROKKA_01014,PROKKA_02519,PROKKA_00997,PROKKA_01643,PROKKA_02492
b0637,PROKKA_00132,PROKKA_03597,PROKKA_04315,PROKKA_05115,PROKKA_00523,PROKKA_01110,PROKKA_00898,PROKKA_02390,PROKKA_04043,PROKKA_04328,PROKKA_00364,PROKKA_04137,PROKKA_04846,PROKKA_04274
b3379,PROKKA_03213,PROKKA_01775,PROKKA_02357,PROKKA_03138,PROKKA_03461,PROKKA_03046,PROKKA_02761,PROKKA_00390,PROKKA_01137,PROKKA_02363,PROKKA_04685,PROKKA_02246,PROKKA_02856,PROKKA_01116
b0125,PROKKA_04559,PROKKA_03055,PROKKA_03806,PROKKA_04494,PROKKA_04742,PROKKA_01716,PROKKA_01425,PROKKA_01849,PROKKA_04593,PROKKA_03799,PROKKA_03284,PROKKA_03547,PROKKA_04309,PROKKA_04766
b0419,PROKKA_04910,PROKKA_03389,PROKKA_04103,PROKKA_04867,PROKKA_00245,PROKKA_01306,PROKKA_01098,PROKKA_02176,PROKKA_04238,PROKKA_04137,PROKKA_00135,PROKKA_03939,PROKKA_04651,PROKKA_04480
b3711,PROKKA_03622,PROKKA_02138,PROKKA_02814,PROKKA_03558,PROKKA_03839,PROKKA_02653,PROKKA_02387,PROKKA_00765,PROKKA_00773,PROKKA_02747,PROKKA_04150,PROKKA_02616,PROKKA_03259,PROKKA_00741
b2478,PROKKA_02225,PROKKA_00854,PROKKA_01272,PROKKA_02063,PROKKA_02503,PROKKA_04064,PROKKA_03730,PROKKA_04618,PROKKA_02144,PROKKA_01298,PROKKA_02860,PROKKA_01276,PROKKA_01917,PROKKA_02204
b4352,PROKKA_04359,PROKKA_02843,PROKKA_03609,PROKKA_04283,PROKKA_04557,PROKKA_01914,PROKKA_01622,PROKKA_01655,PROKKA_00034,PROKKA_03605,PROKKA_03492,PROKKA_03352,PROKKA_04112,PROKKA_05024
b2266,PROKKA_02043,PROKKA_00615,PROKKA_01075,PROKKA_01854,PROKKA_02310,PROKKA_04255,PROKKA_03916,PROKKA_04373,PROKKA_02328,PROKKA_01108,PROKKA_02640,PROKKA_01089,PROKKA_01734,PROKKA_02399
b0451,PROKKA_04943,PROKKA_03426,PROKKA_04138,PROKKA_04905,PROKKA_00281,PROKKA_01273,PROKKA_01062,PROKKA_02212,PROKKA_04205,PROKKA_04170,PROKKA_00171,PROKKA_03976,PROKKA_04684,PROKKA_04446
b3960,PROKKA_03929,PROKKA_02408,PROKKA_03094,PROKKA_03847,PROKKA_04120,PROKKA_02366,PROKKA_02099,PROKKA_01108,PROKKA_00481,PROKKA_03028,PROKKA_05993,PROKKA_02902,PROKKA_03583,PROKKA_00458
b3885,PROKKA_03810,PROKKA_02322,PROKKA_03012,PROKKA_03757,PROKKA_04035,PROKKA_02448,PROKKA_02190,PROKKA_00980,PROKKA_00570,PROKKA_02946,PROKKA_05890,PROKKA_02820,PROKKA_03458,PROKKA_00537
b1667,PROKKA_01315,PROKKA_04621,PROKKA_00329,PROKKA_01171,PROKKA_01647,PROKKA_05002,PROKKA_04627,PROKKA_03503,PROKKA_03013,PROKKA_00325,PROKKA_01827,PROKKA_00316,PROKKA_01035,PROKKA_03137
b4407,PROKKA_03965,PROKKA_02446,PROKKA_03132,PROKKA_03887,PROKKA_04158,PROKKA_02327,PROKKA_02058,PROKKA_01146,PROKKA_00444,PROKKA_03067,PROKKA_04067,PROKKA_02941,PROKKA_03621,PROKKA_00418
b4068,PROKKA_04053,PROKKA_02534,PROKKA_03239,PROKKA_03987,PROKKA_04251,PROKKA_02216,PROKKA_01961,PROKKA_01249,PROKKA_00337,PROKKA_03175,PROKKA_03943,PROKKA_03044,PROKKA_03722,PROKKA_00235
b3233,PROKKA_03084,PROKKA_01647,PROKKA_02206,PROKKA_02998,PROKKA_03325,PROKKA_03201,PROKKA_02913,PROKKA_00235,PROKKA_01289,PROKKA_02207,PROKKA_04837,PROKKA_02091,PROKKA_02703,PROKKA_01275
b0151,PROKKA_04586,PROKKA_03081,PROKKA_03837,PROKKA_04520,PROKKA_04768,PROKKA_01689,PROKKA_01397,PROKKA_01875,PROKKA_04562,PROKKA_03826,PROKKA_03252,PROKKA_03575,PROKKA_04335,PROKKA_04736
b0600,PROKKA_00095,PROKKA_03559,PROKKA_04278,PROKKA_05073,PROKKA_00484,PROKKA_01146,PROKKA_00936,PROKKA_02354,PROKKA_04080,PROKKA_04292,PROKKA_00322,PROKKA_04101,PROKKA_04810,PROKKA_04310
